Age,Marital_Status,Dependents,Employment_Status,Residential_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Bank_Account_History,Transaction_Frequency
28,0,2,0,0,63042,3902,1,37497,27831,0,0,7
32,0,2,2,1,138052,2074,1,47533,14822,1,2,14
52,0,3,1,1,44046,3532,2,32314,27888,0,2,22
54,1,0,2,1,50125,3428,2,28064,5415,0,0,21
33,0,3,2,1,67336,4720,2,7583,1731,1,9,5
33,0,0,0,0,111429,4443,0,44293,27896,0,5,10
41,1,3,0,0,77662,2045,2,10927,28136,1,5,6
19,0,1,1,0,53521,4282,0,45341,18835,0,1,11
39,1,0,1,1,25405,3466,2,47505,29575,1,6,27
41,1,3,1,0,113390,4998,2,40806,24874,1,4,25
26,1,0,1,1,147556,829,2,29446,5383,0,6,12
48,1,1,2,0,133393,1207,0,4711,21293,0,0,22
55,0,1,1,0,38728,3058,2,19230,29454,0,0,9
43,1,3,1,1,45827,4620,0,49788,19504,0,6,25
34,1,2,1,2,53667,4729,0,31296,10709,0,5,28
27,0,3,2,0,110027,1448,2,27075,23528,0,4,16
46,1,2,2,2,111479,3442,0,27467,29229,0,3,19
50,1,2,2,0,43255,4967,1,7860,12385,1,3,12
23,0,2,0,0,43469,2658,1,27662,15844,1,4,7
46,0,3,0,1,94894,936,0,38964,25430,0,9,11
34,0,1,0,0,140959,1619,0,48750,16889,1,9,28
32,0,0,1,0,89725,4725,1,36512,15616,0,9,29
29,0,3,2,2,29896,4792,1,11294,8013,0,6,23
41,0,2,2,0,109468,3382,2,29401,20869,0,8,18
25,1,0,0,1,97149,1011,1,27087,6521,0,2,16
31,1,1,2,1,112449,4520,0,39152,1853,1,9,28
35,1,3,0,0,91558,4619,0,3357,27125,1,7,27
40,1,1,0,0,136043,4225,1,7800,5058,0,5,27
41,0,0,0,1,83033,2582,1,24113,27186,1,3,21
42,0,0,2,0,59709,3826,2,46568,14261,0,9,29
38,0,2,2,0,74122,3127,1,28441,25545,1,3,20
38,1,3,1,1,74422,1307,1,13580,8309,1,5,17
30,0,3,0,1,142531,3882,2,5353,28390,0,3,5
26,0,1,0,0,65826,2687,0,46870,10087,0,9,6
36,1,1,1,0,50916,2606,2,5560,16828,0,2,16
46,1,2,1,1,88287,1760,2,47349,5049,0,8,15
40,0,2,2,0,127395,3990,0,4559,11637,0,2,11
67,1,1,2,0,47638,1651,1,10589,1669,1,5,11
55,0,3,0,0,26928,3163,2,21150,22437,0,1,22
38,1,0,2,2,52985,2638,2,44130,7188,0,8,27
38,1,0,1,1,43705,4605,0,46466,16677,1,8,8
63,0,2,2,0,41298,2121,0,2221,20151,0,5,10
56,1,2,1,0,55628,3558,2,49340,4186,0,9,10
49,1,0,1,0,60580,3139,2,26762,21091,0,2,20
26,1,1,0,0,43220,2907,0,26672,14016,1,5,6
37,1,2,0,0,62244,4948,1,35292,8911,0,0,27
57,1,2,0,1,47255,4940,0,43219,22365,0,1,11
43,0,2,1,0,66985,676,1,6357,22701,0,0,23
37,0,3,1,2,105958,3370,2,48471,9925,0,8,27
29,1,0,1,0,112971,3427,1,31408,19347,0,6,21
63,1,0,1,0,37015,3293,0,46569,4811,0,9,23
36,0,2,2,0,56754,3925,0,40140,6325,0,0,11
31,0,1,1,0,110047,2875,1,519,25695,1,8,13
25,1,1,1,0,63237,4647,1,9608,20222,0,2,28
66,0,0,0,0,68910,619,0,27687,19417,1,9,6
35,1,1,2,0,143770,2756,2,42890,11558,1,9,20
34,1,3,1,1,127249,2069,0,483,6015,0,6,8
31,1,0,1,1,59491,1758,0,10540,17277,0,7,9
28,0,1,0,1,24853,4760,1,5624,2422,0,4,27
45,0,3,1,0,106839,3346,2,38492,15336,0,8,21
45,0,2,1,0,57713,4674,0,21145,19526,1,4,22
64,1,0,0,0,21627,1460,2,40889,10296,0,3,18
58,1,2,0,0,23059,1455,2,29107,22226,0,1,18
31,1,2,0,1,131766,4522,0,29144,28423,1,9,23
31,1,1,1,1,67921,4013,0,14493,24804,0,1,27
35,0,2,0,0,102414,1339,2,49814,16095,1,9,16
44,1,1,0,1,43816,2706,0,22139,22542,0,0,19
33,0,0,2,1,53071,3323,0,10293,10874,0,1,28
48,1,3,0,2,110556,1412,1,45931,6274,0,5,7
25,1,1,0,0,75942,2141,0,32877,15403,0,8,23
38,0,2,1,2,66155,3085,2,12908,9202,0,6,18
29,1,1,2,1,131935,2325,0,37973,7715,0,0,17
42,0,1,2,2,114259,1351,1,20098,22877,0,5,28
34,0,2,1,0,61673,4783,0,6775,15957,0,1,18
43,0,1,2,1,62839,1411,2,36715,9384,0,7,11
35,1,0,1,2,118587,1925,0,12422,3144,0,6,13
47,0,2,0,0,61664,2943,1,27923,6442,0,2,8
42,1,2,1,0,98779,2873,1,10984,13879,0,8,21
32,0,2,1,0,56571,4275,1,18563,734,0,1,5
28,0,2,0,0,85069,4360,2,42121,11999,0,0,18
25,1,0,0,0,149545,4081,1,37562,11888,0,3,21
46,1,3,1,1,74114,1306,2,19657,16301,0,4,8
27,1,2,0,1,62866,3733,1,40503,7276,0,9,8
36,0,1,2,0,106053,3589,1,19453,20062,0,8,14
48,0,3,0,1,85354,3658,2,2927,21026,0,6,6
31,0,3,0,1,131272,1585,2,46561,4172,0,9,16
25,1,2,1,0,140628,4810,1,21420,14396,0,7,28
36,1,2,1,1,51515,1937,0,45713,109,0,8,19
54,0,1,0,0,61489,1978,1,40598,22242,0,4,19
38,0,1,0,0,139143,3730,2,949,27776,1,3,20
41,0,3,1,2,106221,4851,2,29288,6425,0,3,28
26,1,2,1,0,61824,1571,0,18056,28509,1,3,22
39,1,0,2,0,105120,2919,2,43936,20014,0,3,25
34,0,3,2,2,128069,4349,2,39607,26540,0,9,26
48,0,3,1,0,121355,1011,1,31508,6050,1,9,28
45,0,0,0,0,112618,3014,2,8781,7440,1,8,15
34,1,1,0,0,89663,2915,1,15446,3836,0,5,26
28,1,3,0,2,84080,1514,0,29778,8820,0,6,25
21,0,3,1,2,28192,4960,0,32624,6831,1,1,7
39,0,3,2,0,63905,1757,1,20949,28488,0,3,5
32,0,3,2,0,22050,4725,1,23999,19083,0,6,10
49,1,3,1,0,125778,711,1,7375,24939,0,6,9
36,1,3,1,0,55566,1012,1,6117,14470,0,9,29
41,1,3,2,1,119724,1249,1,2694,18584,0,2,16
34,0,3,1,2,136883,3071,1,29262,16302,0,9,23
36,0,2,1,2,136049,2959,1,42419,18467,0,7,5
27,0,1,1,0,76412,1950,1,28705,3908,0,1,16
27,0,1,2,1,64781,1857,0,3700,6100,0,3,7
37,1,2,2,0,57485,4771,2,33628,27027,0,1,7
41,0,2,0,1,109173,2101,1,16887,4470,0,6,25
40,0,1,0,1,51774,3579,1,25622,7387,1,5,14
41,0,3,0,0,25061,2188,0,35087,3278,0,3,28
40,0,0,2,2,62456,1039,1,15346,14221,1,5,26
27,0,0,0,2,87273,2551,2,47520,18352,0,3,27
24,0,3,0,1,59852,3558,2,25835,20454,0,9,14
40,1,0,0,0,127178,3334,0,23651,19722,1,0,12
20,0,1,1,0,39864,896,1,3415,16534,0,0,20
39,1,0,1,0,76114,4886,0,48615,2480,1,6,27
26,0,1,2,1,128629,2755,1,25590,27650,1,6,18
47,1,2,2,0,82230,850,0,43859,20156,0,1,6
29,0,3,1,1,32209,4805,0,15055,23261,0,7,28
46,0,1,0,0,72410,3820,0,564,26494,0,8,28
30,1,0,0,2,98622,4184,1,19029,28729,0,3,12
31,0,0,0,0,125412,4967,1,14541,9972,0,2,19
39,0,1,1,0,61838,1326,0,13352,3581,0,8,8
49,1,0,0,0,68931,2549,2,34167,20694,0,7,25
45,1,3,2,0,127626,606,1,12418,27402,0,3,24
42,1,1,1,0,96185,1472,0,16912,6052,0,6,16
46,0,0,0,0,140173,3456,1,36042,16721,0,1,28
39,0,3,0,0,59038,1411,0,31769,3706,0,4,28
43,1,3,1,0,83579,4344,0,16099,10319,0,6,12
49,0,2,1,1,62592,4532,0,44349,11275,0,5,29
31,0,3,0,0,98579,3568,1,29445,7307,0,7,12
54,0,0,1,1,67371,3700,2,46707,12932,0,0,23
44,0,1,1,1,86045,1180,0,24182,16710,0,4,22
44,0,3,0,0,71081,1781,2,8260,12390,0,9,5
40,1,0,0,0,83028,3248,0,46832,13922,1,8,16
38,1,3,0,0,77098,4641,2,47196,406,0,2,11
45,0,3,1,0,138860,694,1,28187,8407,0,7,6
30,1,1,0,0,60424,3093,1,30842,4327,0,6,14
24,0,3,2,0,35030,656,0,13795,9294,1,1,8
27,1,1,0,0,37183,1854,1,27789,27874,0,0,8
33,0,3,0,0,98803,885,0,24023,4981,0,7,9
28,0,3,2,0,145620,2326,2,11572,5342,0,2,24
40,1,3,1,0,62718,1940,1,3984,17753,0,0,16
35,1,3,0,0,103737,3000,2,29171,8323,0,8,27
49,0,3,1,0,118986,3872,0,260,3078,0,0,8
25,0,2,0,0,128936,3520,2,7099,5338,0,8,10
32,0,2,0,1,76770,3409,0,14758,21281,0,1,14
28,1,0,2,1,54007,1110,0,28438,24313,0,4,24
46,1,0,0,0,53370,2294,1,23788,10229,0,9,19
45,1,2,2,2,147442,949,2,19007,7371,0,2,24
20,0,2,0,0,38138,3374,0,44698,5421,0,9,21
27,0,1,1,1,140333,1392,2,42145,15327,0,6,27
43,0,2,0,0,124536,2577,2,16091,12191,0,7,6
43,0,1,0,0,57952,3184,2,32587,22797,1,8,17
30,1,3,0,0,113991,4742,0,12487,19651,0,4,26
30,1,1,1,1,108862,4083,1,40611,24523,0,6,5
44,1,3,0,2,115492,4933,2,13536,5235,0,9,14
61,0,0,2,0,26669,4257,0,26552,11773,0,4,10
58,0,0,1,0,44074,4328,1,27596,8323,0,6,18
49,1,2,2,1,123663,4477,1,6782,21456,1,0,21
30,1,2,1,0,63773,920,1,6932,9550,1,3,6
29,0,0,0,1,63964,741,1,48411,25216,0,0,5
31,1,3,1,0,51806,2797,0,39129,2894,0,8,6
45,1,0,1,0,143926,1178,1,1984,5092,1,5,9
44,1,0,1,1,95463,3469,1,43291,22496,0,2,13
43,0,3,1,0,121882,1109,2,8761,20055,0,4,20
49,1,2,0,0,147532,1896,0,9880,26514,0,6,10
51,1,0,2,1,44710,724,0,25243,29432,0,9,7
32,1,3,1,1,145116,693,1,35817,19399,0,5,13
28,0,1,0,2,110297,1576,2,26007,18340,0,4,10
37,1,1,2,0,107212,1232,1,21921,27693,0,7,6
48,0,0,0,0,118669,1996,1,16793,6110,0,3,14
42,1,2,2,0,102010,868,1,43596,2774,1,8,9
47,0,2,2,2,123653,4916,0,46682,25951,0,2,24
27,0,1,0,0,78184,3350,2,7610,19947,0,5,7
35,0,3,0,0,83487,2866,1,19852,14781,1,4,25
29,1,1,0,0,127302,1691,1,26825,2301,0,2,19
65,0,3,1,0,31297,586,0,36097,29108,0,1,17
44,0,0,2,1,93521,3558,1,2139,13063,0,8,21
51,0,3,0,0,26226,2533,0,13616,5006,1,0,25
25,0,0,0,0,34594,567,2,46112,26248,0,4,15
48,1,2,0,1,127625,2648,0,1964,7637,1,5,17
38,0,2,0,2,68170,4338,1,28030,18474,0,4,8
34,1,1,1,1,87357,3679,2,48277,6971,0,9,26
47,1,0,0,1,67426,2215,1,35149,23526,0,3,7
30,0,1,0,0,147159,1786,0,18966,21835,1,6,16
32,1,3,2,1,91962,1606,0,21145,23358,0,2,23
47,1,2,1,0,128301,869,0,6746,651,1,5,23
38,0,0,1,0,125628,1527,1,10672,28563,0,8,14
49,1,3,1,0,138293,657,0,10636,13363,0,0,17
39,0,2,0,0,52915,1194,0,4721,3601,0,1,21
46,0,0,2,0,121602,2749,0,5598,19927,0,7,24
35,1,1,1,0,51542,2102,1,5185,15310,0,8,22
31,0,3,0,0,28300,2311,0,19189,24231,0,8,16
35,1,3,2,0,68821,2055,0,12792,16573,0,0,24
32,1,2,0,1,133349,1694,1,39631,13584,0,2,25
46,1,1,1,1,109461,4950,0,3899,12613,0,8,8
42,1,2,0,1,54621,2878,2,13903,11988,0,1,26
35,1,0,0,1,89706,4023,0,27633,22836,0,1,14
35,1,3,0,0,126549,697,1,41472,14299,0,1,25
26,0,2,2,0,56292,1558,2,4645,22000,0,0,22
26,0,3,2,0,118239,1687,2,29356,2442,1,2,29
35,0,0,2,1,62804,1454,0,40988,22644,0,9,25
36,0,3,0,0,72737,1081,2,27560,12158,0,6,23
27,0,0,0,0,78652,4450,0,877,368,0,4,17
38,1,3,1,0,36724,644,0,18688,25226,0,3,18
43,1,0,1,2,147204,4701,0,27771,9631,0,5,14
47,1,1,2,0,62064,4502,0,29858,19895,1,5,13
28,1,0,0,0,51206,1265,1,49552,22268,0,1,27
51,1,1,1,0,64152,2123,2,882,20313,0,1,25
38,1,3,1,0,97318,4551,0,33670,27764,0,8,5
40,1,0,0,1,108424,2558,1,4247,1607,0,0,20
43,1,1,1,1,37740,2577,2,13139,14483,1,5,9
41,0,3,0,1,58753,4627,2,48988,9544,0,3,8
37,1,2,1,0,26913,4406,0,18637,14126,0,2,6
33,1,0,1,1,32238,4974,0,25944,21733,0,1,29
48,1,1,0,1,110920,2975,0,1017,8680,0,9,28
42,0,1,1,0,126413,2194,0,23290,15283,0,2,19
44,1,2,0,1,48986,3054,1,14965,1610,1,6,24
43,0,2,1,0,70372,4098,0,13358,18712,0,0,17
39,1,0,0,2,62717,3083,2,38565,14010,0,4,9
27,1,1,0,0,86005,766,2,45861,13060,0,9,10
49,1,0,1,0,131086,4236,1,43624,18170,0,8,10
37,1,1,0,1,80817,1263,1,24070,7852,0,2,24
37,0,0,1,0,128245,4543,2,20209,10808,0,4,22
27,1,2,1,1,149623,4175,2,17761,19748,1,3,12
43,1,3,0,0,95093,2982,0,28701,22861,1,2,10
35,0,2,0,1,72958,3828,2,18232,10540,1,5,15
47,1,1,2,0,119836,596,0,40195,12124,1,6,10
31,0,1,2,2,23018,4434,1,12267,19438,0,2,27
52,0,1,0,0,59638,612,1,36778,20764,0,5,20
44,0,0,0,1,79376,3490,2,39004,29164,0,6,8
34,0,0,1,1,104848,4943,0,26147,9843,0,7,26
44,0,1,1,1,87462,842,2,39154,29653,0,4,10
47,1,1,0,1,65495,2588,2,22022,18791,1,7,26
33,0,3,1,0,118661,3855,0,21573,7643,0,0,15
28,0,3,0,1,27737,4848,1,46072,18593,0,8,11
48,0,0,2,1,106340,4674,1,3878,16347,1,6,11
33,1,0,2,0,23136,3009,2,38524,13723,0,3,22
60,0,2,0,0,58822,2937,2,34882,17500,0,2,17
44,0,1,0,1,67085,1929,0,14689,27369,0,0,18
45,0,2,1,0,144568,3545,1,2652,2740,0,0,6
36,1,2,2,0,149095,3033,2,706,20544,0,9,20
29,1,0,2,1,94293,1767,2,29025,26372,0,3,7
34,0,1,0,0,66807,1964,1,17499,19442,0,4,21
26,0,3,1,0,112812,3076,1,23833,20942,1,1,17
40,0,0,1,0,85244,1048,0,13186,18358,0,2,27
32,1,3,1,2,88845,2135,2,49675,26527,0,3,10
41,0,2,2,1,69974,2941,2,18718,12051,0,3,27
30,0,3,2,0,112689,2550,2,36811,12397,0,7,14
42,0,2,1,0,77544,3897,0,37979,29744,0,5,9
30,1,2,2,0,80965,2454,2,16942,12262,0,9,25
28,1,3,2,1,96865,4455,0,2161,20960,0,5,5
30,0,2,0,2,22472,1224,2,30424,5648,0,6,20
41,0,0,0,0,69810,2228,1,8838,9638,1,1,9
40,0,2,0,1,93664,2155,1,47889,27346,0,0,8
34,1,3,0,0,96127,902,0,20983,28627,1,1,14
55,1,3,0,2,67228,4533,1,3683,17711,0,5,29
37,1,2,0,0,147333,542,2,30203,17933,0,4,16
36,1,1,1,0,87680,1262,1,38969,11118,0,2,25
20,1,1,1,1,51605,2913,1,4224,5519,0,1,27
42,0,1,0,2,130858,1354,2,21493,1846,1,3,18
47,1,0,0,1,100859,1733,1,38568,8883,0,5,29
65,0,1,2,1,26960,1142,0,18965,16577,1,6,17
39,0,3,2,1,136622,3270,0,27056,16967,0,5,26
42,0,3,0,1,21380,4230,0,18321,26019,0,9,7
25,1,0,0,0,63523,3309,2,42684,17964,0,4,12
43,1,1,0,0,110749,703,2,28745,25921,1,3,18
30,0,2,1,0,114770,3621,1,25563,17938,0,5,22
64,0,0,0,0,31005,2515,2,16894,6470,1,0,22
29,0,1,2,1,66695,4138,1,9497,11931,0,0,23
37,0,3,0,0,87356,4442,1,8197,2375,0,0,16
51,0,0,0,1,31947,4905,1,11577,11063,0,4,23
45,0,2,0,0,127952,505,2,18025,16609,0,2,23
48,1,0,2,1,74831,3644,1,6093,24700,0,6,5
39,1,2,0,2,103686,4733,0,7510,25400,1,1,28
38,0,0,1,0,138681,3662,2,25055,22136,0,5,14
58,0,3,2,0,51480,2184,0,1786,12403,0,2,17
33,0,3,0,0,107608,3087,2,26872,13639,0,7,20
30,0,0,0,1,87221,2540,0,36935,21552,1,2,7
33,0,1,0,0,91339,3398,1,29275,24605,0,6,11
38,1,1,2,0,103930,879,2,44088,7059,0,6,7
29,1,0,2,0,50631,2069,2,23621,29620,0,1,12
26,1,3,0,1,145266,1718,0,26282,5901,1,0,8
23,0,3,0,1,68295,3251,1,19411,1522,0,5,6
48,1,0,0,0,61872,4040,2,33800,8307,0,2,28
49,1,1,0,0,125922,2092,0,22149,22275,0,5,14
36,1,1,0,0,116422,3370,1,45059,21095,0,5,15
49,0,2,0,0,149851,1032,1,46720,9715,0,4,27
25,0,1,1,0,87567,933,0,23111,4983,0,1,29
27,1,2,2,1,91070,2657,2,26841,17832,0,0,21
47,0,3,1,1,132633,1543,2,272,26243,1,8,14
43,0,1,1,0,117542,3246,2,14582,678,0,6,18
49,1,1,2,1,140940,1665,1,5292,20177,0,3,24
23,0,3,2,0,48013,2662,0,26183,135,0,6,12
26,0,0,1,0,91707,3397,1,22795,17909,1,0,12
47,0,1,1,0,111835,1669,1,33445,23939,0,3,21
47,0,1,0,0,133206,3965,2,36770,4526,0,1,27
47,0,2,2,1,84403,1127,1,11536,2502,0,4,22
62,1,3,0,0,62647,2220,0,41166,28327,0,0,29
42,0,2,1,2,91677,3521,2,892,29644,0,3,10
45,1,3,0,0,59772,2496,1,1884,20687,0,5,6
46,0,1,1,2,128833,3665,1,8959,25966,0,0,25
28,0,0,2,1,58127,3682,1,43150,11183,0,4,18
26,1,0,1,2,57579,4804,1,23948,3100,0,4,22
34,0,3,0,0,27536,4729,2,23823,20932,1,7,9
27,0,1,1,0,75469,1555,2,17489,5582,1,6,21
64,1,0,1,0,39849,2251,0,40997,28922,0,6,27
35,0,2,0,0,117336,1288,0,25971,11112,0,7,15
46,0,1,0,1,110425,3957,2,1809,13112,0,6,16
45,1,0,1,0,127283,3407,2,25642,7869,0,0,28
33,0,2,0,1,146567,1785,2,27887,27754,0,4,23
45,0,0,1,0,128948,2754,1,6308,4182,0,9,27
19,1,2,2,1,58344,4469,1,4994,22924,0,1,23
47,0,2,0,0,141815,2252,2,26602,22225,0,8,18
30,0,2,0,2,57290,3017,2,6585,18801,0,6,14
29,0,2,0,0,122056,1051,0,26389,6508,0,9,19
36,1,0,1,0,103134,1303,1,26280,7430,0,5,9
37,0,3,1,0,75670,2711,0,23767,26793,0,9,10
35,1,0,0,0,55731,2948,1,46950,8008,0,8,18
28,0,3,1,1,68320,4193,1,6443,25947,0,1,14
34,0,2,1,0,64880,2567,2,25469,5197,0,0,6
39,1,2,0,0,64554,554,2,47950,14570,0,8,10
29,0,2,1,0,106544,3236,2,38748,25332,1,5,9
29,1,2,0,0,143098,4759,1,28432,830,1,5,12
49,1,0,2,1,79609,1026,2,4230,669,1,4,8
23,1,0,0,1,69472,975,1,46090,15606,0,7,6
26,1,3,0,0,68799,3357,2,22803,10050,0,5,23
36,0,2,1,2,136804,2358,1,1383,16766,0,3,20
27,1,1,0,0,101246,513,2,28917,25249,0,9,11
47,0,0,0,0,74137,4340,0,21517,23592,0,1,10
43,1,0,1,1,36758,4319,0,13904,10706,1,7,29
34,0,2,2,0,48110,4277,1,32292,23484,0,4,19
39,1,1,2,1,51130,4935,0,12994,16675,0,1,15
27,1,3,0,0,54878,3984,0,31841,8696,0,4,17
46,1,3,0,0,60776,4349,2,29842,5769,0,1,8
47,0,1,0,0,99404,4257,0,22355,3487,0,3,10
43,1,1,2,0,74783,2294,2,21081,17989,0,0,5
32,1,0,0,0,136213,4678,0,23964,23454,0,7,16
29,0,0,0,0,78092,1965,0,38863,22103,0,3,22
23,0,0,0,0,69347,2282,0,23167,5088,0,6,20
18,1,0,2,1,38600,1208,1,30175,1922,0,3,10
34,1,0,0,1,133526,3975,1,3050,15344,0,3,7
33,1,1,0,0,59585,2852,1,35946,8359,0,2,12
62,0,0,0,1,60241,3583,2,17402,25888,0,1,15
34,0,1,2,0,51606,2801,1,48728,19691,0,4,14
31,0,1,0,0,123342,4735,0,6123,13402,0,1,25
39,0,3,1,0,142192,1086,0,26224,20269,0,1,6
45,1,0,1,1,112323,2197,1,6867,28061,0,2,16
34,0,3,0,0,93138,3804,2,3004,22782,0,5,9
45,0,1,0,0,143035,4853,0,42102,7266,0,3,7
44,0,0,0,0,86932,4836,0,28813,11069,1,8,8
66,0,0,1,0,21253,1219,1,10453,11334,0,4,14
50,0,2,1,0,40917,568,0,36972,21296,0,9,19
65,1,3,0,2,37362,1514,2,9568,12764,1,7,11
25,1,2,1,0,81358,1767,0,19971,1459,1,6,11
37,0,1,0,0,107272,2186,0,48022,14096,0,6,11
52,0,2,2,0,30002,2960,2,4929,17129,1,9,13
21,1,1,2,2,49864,1588,1,7607,11616,0,8,15
44,0,3,1,1,130144,3979,2,15286,11212,0,1,20
38,1,0,2,1,90132,3062,1,10498,14734,0,8,9
45,1,2,1,0,97989,1495,1,11823,18114,0,5,12
36,0,3,2,0,69380,1244,1,47025,23853,0,8,19
28,1,0,1,0,88740,4577,1,4518,29231,0,1,18
38,1,1,0,0,32429,965,1,25733,15440,0,7,24
29,1,3,0,1,54296,1856,1,4055,14824,0,1,24
38,1,0,0,1,101897,1641,0,6221,6413,1,5,17
68,1,3,0,1,38438,2335,2,34909,20002,1,4,5
36,0,1,0,0,66626,4281,0,32026,13106,0,9,22
23,1,0,0,0,62231,1261,2,31300,22280,0,0,29
28,1,2,0,1,101397,4183,0,21217,19391,0,3,6
29,0,3,0,1,65344,3894,0,45125,21203,0,1,11
25,0,0,1,0,99778,2039,1,24458,6892,0,3,8
23,0,3,0,0,69802,3082,0,610,5651,1,4,9
48,0,1,1,0,120577,3296,0,33190,25116,0,0,15
41,0,3,1,0,126687,599,1,21070,23608,0,6,28
27,1,0,0,2,98388,2353,0,12883,845,1,9,7
29,0,3,2,2,62571,2309,2,4531,16093,0,6,19
31,0,3,0,1,126573,4652,2,31240,11432,0,6,28
26,1,2,0,0,57494,654,2,17758,21381,1,6,10
34,0,0,0,0,59390,4321,2,23334,1625,0,0,21
40,1,2,1,0,94499,1457,0,45360,14885,0,7,24
32,0,3,0,0,82988,2721,1,3894,17820,0,7,20
35,0,1,0,0,63946,4099,2,24913,23461,0,4,27
49,1,1,1,1,51669,3444,2,43113,27427,0,0,10
35,1,0,1,0,34017,2428,2,2027,14826,0,7,24
38,0,0,1,0,122331,1149,1,27802,12081,0,1,11
39,0,1,1,1,135105,2394,2,47383,21229,0,2,23
34,1,1,2,0,89120,4200,1,34177,5247,1,2,25
39,0,2,1,0,54806,3058,0,41554,29977,0,7,28
44,0,0,0,2,63504,4025,1,41939,23881,0,7,12
41,0,2,2,2,57175,2175,1,14724,14754,0,1,15
44,0,0,0,1,102754,3891,2,25102,21905,0,0,6
49,0,2,0,2,139233,516,0,23243,12291,0,0,5
67,1,1,2,1,32655,2858,2,5527,9464,1,4,17
44,1,0,0,0,82574,2724,2,23147,19513,0,7,6
47,0,0,2,0,88402,1476,2,23894,15386,1,1,27
67,0,2,1,2,51930,4248,2,16460,6695,1,9,5
41,1,2,0,0,118790,1834,1,44700,24604,0,4,7
26,0,2,2,0,118119,4320,0,13006,27304,0,1,19
38,0,2,2,0,75458,2732,2,12248,17081,0,0,16
51,0,1,1,0,51664,644,1,34278,927,0,7,8
55,0,3,1,0,64948,2914,1,46354,16061,0,8,25
43,1,0,1,0,71931,4488,0,31047,24631,0,9,23
40,1,3,0,0,98349,2062,2,28211,3893,1,5,13
31,1,0,0,1,86385,3393,0,1911,13842,0,5,15
44,0,2,2,0,45084,4214,2,9518,11496,1,2,13
28,0,0,1,0,139741,4719,2,30668,4166,0,6,17
35,0,3,1,0,58826,601,2,37393,25096,0,5,27
34,0,2,0,1,56774,3430,0,27286,6395,0,6,7
26,1,0,1,0,107235,556,0,24290,15396,0,7,17
42,1,1,2,0,57692,3123,0,36035,8342,1,1,22
28,1,3,1,1,138070,1934,0,41082,21931,0,3,28
57,0,1,2,0,49970,3755,1,25862,21004,0,6,9
43,0,2,0,1,45411,1782,0,42045,27737,0,4,19
35,1,3,0,0,117708,4171,2,14385,2370,0,3,17
36,0,0,2,0,117295,1342,1,28163,22016,0,9,21
20,1,0,2,2,58401,3955,1,33299,26973,1,9,23
30,1,3,0,0,69689,673,0,35087,22345,0,3,10
28,1,0,0,1,88902,4201,2,8564,25951,0,8,19
42,0,0,0,1,136354,4192,2,16659,23043,0,0,23
30,0,3,2,0,51023,2636,0,27439,1363,1,4,24
27,1,3,0,0,135523,4688,0,11224,28777,1,4,24
21,0,0,1,1,41663,1294,1,49318,29515,0,3,28
29,0,1,0,0,29510,2170,0,35358,17925,0,1,21
64,0,3,1,1,37396,3226,2,16418,1820,0,1,16
28,1,3,0,2,57530,1847,0,29179,26912,0,4,21
28,1,2,0,1,69208,4079,2,15947,23663,0,7,25
49,0,3,0,1,90176,3669,1,22805,2399,0,2,18
35,1,1,2,0,73074,1068,1,36485,20608,0,1,13
37,1,1,1,0,57735,2905,0,29867,16187,0,8,29
39,1,1,2,0,52479,2433,2,2068,8608,1,7,18
45,0,1,0,0,127481,2532,0,5092,27670,0,9,9
47,0,3,0,1,121807,2880,0,32993,29563,0,8,14
39,0,3,0,1,50302,2602,1,45774,23751,0,3,22
41,0,3,1,0,117842,4462,0,17584,21015,0,2,12
18,0,3,2,1,23661,3729,0,11038,5410,0,0,19
55,1,0,2,0,55284,2500,2,39344,1618,1,0,7
49,0,3,0,1,54012,905,1,25238,25905,0,1,25
31,0,2,0,0,63208,1826,1,44841,1960,1,9,12
38,0,3,0,0,95726,2138,2,48213,2887,0,7,25
25,0,3,0,1,83395,4141,1,12215,21562,0,4,16
44,1,3,0,0,55301,2420,1,41391,7372,0,3,29
30,1,2,0,0,97508,3907,2,21903,25935,0,7,24
42,1,1,1,0,138248,2408,2,15211,3263,0,5,20
33,1,3,1,1,74325,908,2,3190,4089,0,4,26
47,1,3,1,1,33431,4788,2,8670,19215,0,2,21
51,0,2,0,1,63711,4232,0,376,26696,0,8,22
45,0,0,0,0,104501,1581,1,34894,11268,0,9,9
41,0,3,2,0,71818,3573,2,13596,3617,1,7,8
46,0,0,1,0,106796,2104,0,37205,19461,0,4,19
35,1,1,0,0,50704,3712,0,29499,22318,0,2,28
36,1,1,0,0,39238,4696,0,32292,27440,0,6,27
30,0,2,0,1,69071,1734,1,39517,29787,0,4,24
40,1,0,1,0,79240,4812,0,6732,23798,1,1,21
36,0,3,1,1,65974,3677,1,46374,11679,0,8,8
46,1,3,0,1,84573,2312,1,44241,8245,0,8,21
33,1,2,1,2,116522,2432,2,18783,25007,0,4,18
57,1,2,0,0,66485,4841,0,7643,15909,0,9,19
63,0,3,1,0,43307,1946,1,24867,22656,0,8,16
42,1,0,2,0,58292,3096,1,32513,5750,0,6,12
33,0,2,1,0,125887,1213,0,14299,16913,0,7,6
29,1,0,2,1,62570,4495,0,24836,18501,0,8,24
