Age,Marital_Status,Dependents,Education,Annual_Income,Total_Existing_Loan_Amount,Credit_Score,Outstanding_Debt,Residential_Status,Loan_Approval_Status
43,single,3,high school,145986,47887,804,21143,own,1
31,married,3,high school,128633,34423,840,23088,own,1
44,divorced,3,high school,131593,41283,718,21391,own,1
31,married,0,graduate,102876,24346,700,15104,own,1
46,single,0,postgraduate,45221,28975,347,5371,own,0
39,single,1,graduate,85522,32698,817,3148,rent,1
28,married,0,high school,52505,8868,813,5056,rent,1
38,single,0,high school,96459,6131,789,5757,own,1
41,married,1,graduate,77407,12789,704,15647,own,0
43,married,3,high school,120157,13483,843,16221,own,1
42,married,0,postgraduate,121603,35306,700,15878,own,0
42,divorced,3,high school,64089,4692,593,6416,rent,0
30,single,3,high school,101185,49429,718,7515,own,1
29,single,3,graduate,86235,403,793,5869,other,1
27,married,0,graduate,53991,15981,510,23235,own,0
46,married,1,graduate,56212,26875,824,13285,rent,1
28,single,0,high school,50091,12666,821,6692,own,1
36,single,1,graduate,70994,31388,831,28961,own,0
39,single,3,graduate,127270,29275,771,19567,own,1
33,divorced,0,postgraduate,67057,36619,437,29702,own,0
36,married,1,postgraduate,109357,21455,829,28618,own,0
41,single,3,high school,75756,4658,799,14067,other,1
26,single,1,graduate,43907,27936,496,18943,own,0
35,married,0,postgraduate,119859,38841,773,3116,own,1
32,married,3,postgraduate,100845,31741,714,17210,rent,0
39,divorced,0,high school,53935,36517,715,18389,own,1
35,married,0,high school,52152,16942,594,19187,other,0
41,married,2,postgraduate,30234,17798,418,16333,own,0
32,single,3,graduate,101040,14650,800,14372,rent,1
60,single,3,graduate,59591,49391,396,9741,own,0
50,married,2,graduate,46702,13353,495,24043,own,0
65,married,3,graduate,58495,30788,528,10149,rent,0
36,married,1,graduate,83016,31578,717,3840,rent,1
51,single,1,high school,38797,33045,369,5639,other,0
27,married,1,postgraduate,66180,12927,705,14431,rent,1
57,single,1,graduate,58113,18228,504,26239,own,0
44,married,2,graduate,88713,24204,793,18943,own,1
25,single,3,high school,52094,30586,738,9573,other,0
46,single,2,graduate,49424,33384,414,5076,own,0
22,single,1,postgraduate,69288,3625,489,4570,other,0
30,married,0,postgraduate,131383,30110,844,19160,own,1
45,married,3,postgraduate,131206,31607,829,7465,rent,1
26,married,0,graduate,52001,12854,836,990,rent,1
48,married,3,postgraduate,94920,23401,735,9962,own,1
44,married,0,graduate,133223,3940,831,8998,own,1
48,married,0,high school,79490,21848,725,29694,own,1
35,single,0,postgraduate,122440,17535,808,6566,own,1
32,married,3,high school,105658,33650,838,17727,own,1
29,divorced,2,graduate,106803,10351,742,28346,own,1
19,single,3,postgraduate,25435,24304,314,5782,rent,0
34,divorced,2,graduate,143095,49554,846,6970,other,1
35,divorced,2,high school,86258,14550,710,14921,own,1
47,married,1,postgraduate,66554,7384,551,20537,own,0
31,married,1,postgraduate,79749,7219,827,24768,rent,1
26,married,0,graduate,122096,38649,719,24105,own,1
29,married,3,postgraduate,72295,12223,846,10215,rent,1
27,married,3,graduate,76970,45005,774,21755,own,1
36,married,2,postgraduate,63664,40442,713,15523,other,1
27,married,2,graduate,124497,5440,846,8576,rent,1
18,single,1,postgraduate,24714,1505,542,847,other,0
25,divorced,1,high school,122530,49406,781,2146,rent,1
46,single,1,graduate,26374,19227,416,27103,rent,0
28,married,3,postgraduate,143980,18440,765,3678,own,1
33,married,1,graduate,70144,27150,758,15182,own,1
45,single,1,high school,139304,41709,846,4595,own,1
36,married,0,high school,102094,27266,841,13709,other,1
29,married,1,graduate,51875,35856,316,14484,rent,0
34,single,3,graduate,85462,12332,728,13425,other,1
46,single,0,graduate,92157,5788,720,15438,own,1
30,single,1,postgraduate,110232,217,759,27889,own,1
43,single,3,high school,115387,8440,800,10057,rent,1
60,single,0,high school,32877,48479,365,15529,own,0
30,single,1,high school,24472,38042,535,8913,own,1
69,divorced,2,high school,69127,39305,325,4328,rent,0
31,married,1,graduate,59690,37033,708,24055,own,1
44,single,0,high school,109518,35662,793,18550,own,1
42,married,1,high school,118394,2840,821,13461,own,1
28,married,3,high school,130285,22088,849,9583,rent,1
38,divorced,0,postgraduate,122979,48858,829,19054,other,1
64,single,0,graduate,50985,5254,580,6263,rent,0
53,married,1,graduate,52147,3569,359,24249,own,0
43,single,1,postgraduate,51303,27558,577,2595,own,0
48,married,1,postgraduate,82316,40100,767,23645,own,1
39,married,2,graduate,108668,46655,825,3557,own,0
57,single,3,high school,31386,11073,357,1614,own,0
61,divorced,3,postgraduate,37345,40325,374,8418,rent,0
52,single,1,high school,38791,30657,596,4725,own,0
44,divorced,3,graduate,67009,20975,785,18443,own,1
40,married,2,high school,47966,6279,583,23318,own,0
45,single,0,graduate,146592,1743,735,23427,own,1
40,married,3,high school,137634,27629,708,6898,other,0
51,single,3,postgraduate,53671,31811,518,13344,rent,0
28,single,0,postgraduate,120151,6071,742,12897,rent,1
32,single,2,high school,139983,28262,701,25524,own,1
38,married,3,high school,104002,44137,790,1236,rent,1
42,married,0,graduate,92922,38982,780,9257,own,1
47,married,3,high school,124610,20174,838,21309,own,1
42,single,1,postgraduate,102481,25247,745,15446,rent,1
29,married,1,high school,65079,29781,796,26120,rent,1
40,single,0,high school,135312,14611,766,22536,rent,1
43,divorced,2,graduate,42242,34791,547,9781,own,0
42,single,2,graduate,132579,27597,732,25869,own,1
68,divorced,1,postgraduate,58114,313,352,20036,other,0
27,married,1,postgraduate,60382,25351,704,5799,rent,1
44,single,0,graduate,88091,17391,743,23821,own,1
44,married,1,graduate,67695,23071,845,13095,own,1
35,married,3,postgraduate,56157,40544,798,27347,own,1
30,married,0,postgraduate,23123,18040,541,16440,own,1
26,single,3,high school,136513,6138,729,8045,rent,1
30,single,3,graduate,26963,7249,434,25313,own,1
44,married,0,graduate,129022,47546,846,18335,rent,1
45,single,1,postgraduate,21564,25585,400,2799,own,0
31,married,0,high school,95111,34744,840,19337,rent,1
25,married,2,graduate,120901,25042,780,23716,own,0
46,married,2,postgraduate,75046,10286,749,4741,own,1
32,married,0,postgraduate,53199,29555,760,12950,own,1
30,married,1,high school,144380,15232,758,22719,own,0
32,single,3,graduate,65126,41713,833,14740,own,1
47,married,3,postgraduate,119996,38296,793,16904,rent,1
52,married,0,high school,47541,42834,535,1838,rent,1
49,married,2,postgraduate,64111,3261,498,9346,own,0
38,married,0,graduate,115074,25613,833,23747,own,1
47,single,1,high school,97680,45155,776,29892,own,1
29,divorced,2,high school,142444,31036,763,26701,own,1
20,single,3,graduate,63223,2359,353,21190,rent,0
34,single,3,high school,78296,46839,755,5411,other,1
31,divorced,0,high school,84293,1906,816,1264,other,0
36,married,3,graduate,95847,16682,792,29322,own,1
43,married,3,graduate,64176,48919,763,5020,other,1
39,married,2,high school,70765,23446,732,29577,own,0
26,divorced,3,high school,74100,560,738,3069,rent,0
47,divorced,2,high school,88633,16520,837,15447,own,1
25,married,1,high school,109352,41653,700,2303,rent,1
25,divorced,1,graduate,100206,4096,701,24055,own,1
38,married,0,postgraduate,140475,19788,779,660,rent,1
45,married,2,high school,92304,18770,713,4158,own,1
26,single,1,graduate,145319,35275,845,27634,own,0
39,married,2,graduate,83703,32699,846,19302,own,1
41,single,1,postgraduate,93567,33716,761,25171,other,1
32,single,1,graduate,82030,23367,756,29090,own,1
37,divorced,2,high school,139106,39305,845,16158,own,1
66,married,1,graduate,31345,5596,550,24888,own,0
40,single,2,high school,70392,20692,718,4445,own,0
49,single,2,postgraduate,115575,27498,822,17218,own,1
35,divorced,0,high school,114865,27612,802,18257,own,1
32,married,2,graduate,54107,49263,809,7016,own,0
50,divorced,2,graduate,59243,7624,390,14912,own,0
56,single,3,postgraduate,22056,5773,446,18245,own,0
27,divorced,1,high school,92134,45552,826,12653,rent,1
37,married,2,postgraduate,126120,29140,735,14181,own,1
55,single,2,postgraduate,48065,49159,304,14627,own,0
63,married,3,postgraduate,53075,12096,560,7528,own,0
37,married,0,high school,118509,42173,705,1272,rent,0
26,married,3,high school,82435,14007,766,29080,rent,1
28,married,1,high school,54907,3162,365,11429,own,0
50,single,1,postgraduate,59913,26170,594,28845,rent,0
45,single,3,high school,60394,40788,813,6836,own,1
47,married,1,postgraduate,116057,2131,706,6131,own,1
32,single,3,graduate,54309,9136,769,8379,own,1
45,divorced,2,high school,107664,12844,846,207,rent,1
31,married,1,high school,100563,9611,833,8061,own,1
38,divorced,0,high school,102466,23471,810,17540,own,0
35,married,1,graduate,65188,15059,396,23589,rent,0
35,married,3,postgraduate,143205,6036,777,826,own,1
41,married,2,postgraduate,86738,4839,841,29362,own,0
66,single,1,postgraduate,32900,36341,543,20116,rent,0
34,single,3,high school,112189,44381,792,24035,own,1
18,single,2,graduate,42762,14235,306,9139,own,0
20,single,3,high school,44830,36855,360,17885,other,0
29,single,2,high school,145963,11400,833,10132,other,1
48,single,1,high school,117593,714,705,4924,rent,1
56,single,3,graduate,69469,11076,468,1589,rent,0
42,married,2,postgraduate,126444,27950,700,6678,rent,1
33,married,3,high school,117444,11110,736,26440,rent,1
63,divorced,3,graduate,54316,8448,346,22127,own,0
46,married,0,graduate,126283,24477,778,23517,own,1
37,married,1,graduate,124464,7527,753,12474,own,1
32,divorced,1,graduate,66701,5944,810,24721,own,1
40,divorced,1,graduate,108452,23129,703,17731,rent,1
44,married,3,high school,98252,23803,733,29560,own,0
26,divorced,3,graduate,130145,2691,708,13480,rent,1
32,married,2,graduate,112384,28056,779,2623,other,1
26,married,2,graduate,87395,22296,741,10112,rent,0
69,married,1,graduate,20907,3718,483,24267,rent,0
35,married,3,postgraduate,52050,11900,726,11728,rent,1
42,divorced,3,graduate,125308,23497,774,22089,other,1
45,married,2,high school,127036,27205,833,8655,own,1
27,married,2,high school,36325,37121,584,20417,rent,0
27,divorced,0,postgraduate,57991,46156,744,25091,other,1
36,married,2,high school,116981,25445,802,25774,own,1
19,single,2,graduate,60434,23759,417,10532,rent,0
65,single,0,high school,21034,16657,357,6583,own,0
26,single,3,postgraduate,107876,43579,769,20352,rent,1
23,married,2,postgraduate,61796,24072,432,26777,own,0
64,single,1,high school,28000,23316,582,17628,rent,0
68,married,0,high school,24345,28326,385,25659,own,0
35,single,1,graduate,90261,19459,820,10783,own,1
45,single,3,graduate,59522,9687,794,10780,own,1
40,single,2,graduate,136239,47331,824,15951,own,1
38,married,0,graduate,101559,14954,759,5855,own,1
40,married,2,high school,147924,32895,740,27918,own,1
26,married,0,postgraduate,124280,35859,793,8646,own,1
40,single,3,graduate,59631,9613,717,13676,other,1
30,single,2,high school,87414,21872,741,27334,own,0
40,single,0,postgraduate,120744,1579,841,17074,rent,1
43,single,1,graduate,116015,10570,772,28779,other,1
47,single,3,high school,93000,21070,819,8608,own,1
32,single,3,high school,72032,829,733,5649,rent,1
64,married,1,high school,30174,44696,428,10489,other,0
44,single,2,graduate,39924,6113,418,11877,own,0
28,divorced,0,high school,131984,5321,741,5561,own,1
45,married,0,graduate,99779,14814,838,8335,own,0
45,divorced,1,graduate,60025,18558,765,21400,rent,1
38,married,3,graduate,109555,12836,835,27585,other,1
43,married,3,graduate,105317,18833,767,8981,rent,1
42,single,0,postgraduate,72593,19189,744,21270,own,1
43,divorced,2,graduate,123456,20886,807,1424,own,1
29,single,0,high school,86642,25656,730,8559,own,1
48,married,0,postgraduate,98227,28670,725,19544,own,1
47,married,3,graduate,55174,1950,561,5543,rent,0
53,divorced,2,graduate,60349,12401,413,26537,own,0
45,married,1,graduate,118511,46042,836,5841,other,1
47,divorced,3,high school,24399,1251,525,29263,own,0
41,married,2,high school,62198,35861,406,25151,own,0
40,married,0,graduate,45755,20714,474,17168,own,0
49,married,2,graduate,61969,12974,415,16636,own,1
43,single,2,postgraduate,45790,9657,388,14810,rent,0
48,married,2,high school,56055,13844,726,18142,own,1
44,single,2,graduate,69396,41290,743,15705,own,1
51,single,2,graduate,61309,29718,595,6759,own,0
26,married,1,high school,130321,4308,784,29974,rent,1
26,single,3,graduate,21595,38736,589,25919,own,0
62,single,1,postgraduate,23155,39551,415,417,own,0
39,married,2,graduate,131445,41297,723,24966,own,1
26,married,1,high school,70713,21482,813,3929,own,0
25,single,2,high school,77305,23178,751,24358,own,1
39,married,1,graduate,73172,26773,714,16448,own,1
45,single,1,postgraduate,137044,24625,840,1053,own,1
33,married,1,postgraduate,129339,43097,841,26558,own,1
40,married,3,postgraduate,133560,10305,745,1988,own,1
33,married,0,postgraduate,58863,48924,782,5393,rent,1
30,single,1,high school,145502,11375,818,10080,own,1
65,single,1,graduate,41514,27091,564,4990,rent,0
69,married,0,graduate,35899,42077,329,504,own,0
49,married,1,graduate,109351,40759,736,7893,own,1
42,single,3,high school,98019,28631,727,19073,own,1
37,single,0,high school,46569,25980,523,20725,own,0
46,married,2,high school,63606,29998,757,1511,own,1
41,married,2,high school,95828,36374,752,2019,rent,1
42,single,3,postgraduate,82247,40305,777,14923,own,1
26,single,2,graduate,88403,24149,847,26454,other,1
39,single,3,high school,60820,21193,805,5053,rent,1
41,single,3,postgraduate,92853,9187,788,15823,own,1
33,married,2,graduate,114768,4850,796,11251,own,1
25,married,0,graduate,94527,40615,803,6509,own,0
37,single,3,graduate,122220,48240,736,25162,own,1
25,married,0,graduate,124393,15599,779,10098,other,1
28,married,0,graduate,71199,10262,849,3604,other,1
25,married,0,high school,81326,36784,712,28569,own,1
26,married,3,high school,32971,22786,579,22541,own,0
32,single,2,high school,117373,30355,780,4389,own,1
40,divorced,2,graduate,83267,26641,750,2523,own,1
36,single,2,postgraduate,53589,44390,748,15343,own,1
57,married,2,high school,60208,19368,529,23572,other,0
27,married,1,high school,44990,21422,471,7346,rent,0
49,single,1,high school,148080,15376,771,6836,rent,1
47,single,0,graduate,67934,6472,816,28037,own,1
34,single,1,high school,131546,42081,796,24279,other,1
35,single,2,graduate,109268,19326,762,14032,rent,0
47,single,3,graduate,26155,47890,405,20453,rent,0
48,single,2,high school,80010,28452,844,22557,other,1
25,single,2,graduate,103783,46390,716,10220,own,1
40,married,0,graduate,58510,13595,733,21491,own,1
40,single,2,postgraduate,127891,21095,802,23057,other,1
30,married,0,high school,54638,20016,736,6762,own,1
43,single,0,graduate,132096,20118,835,25184,other,1
26,single,0,high school,102986,409,728,28339,rent,0
41,single,2,high school,73950,11347,787,18224,own,1
41,divorced,0,postgraduate,73561,45744,836,28739,rent,0
41,single,0,graduate,53441,12276,757,9227,own,1
35,married,0,graduate,75639,12159,816,12667,own,1
27,single,1,high school,60295,46225,843,2426,own,1
45,divorced,1,graduate,22632,31992,357,5356,rent,0
37,married,1,postgraduate,86272,41264,748,15359,own,1
28,married,3,graduate,143308,5270,773,1620,own,0
69,single,3,postgraduate,58761,44084,558,2332,own,0
33,divorced,1,high school,63521,3143,518,12219,rent,0
51,married,3,postgraduate,32376,14426,457,1716,own,1
45,married,3,graduate,90847,6478,819,2003,own,0
40,married,3,graduate,130582,37788,746,869,own,1
44,single,3,graduate,131539,46142,754,17758,own,0
30,single,0,postgraduate,63166,45000,712,8415,own,1
27,married,0,graduate,79498,18658,780,22209,other,1
53,single,1,high school,56353,8145,491,25718,own,0
41,married,3,high school,97085,3809,709,26920,rent,1
29,married,2,graduate,102609,36613,775,29017,other,1
47,single,3,graduate,75253,23864,745,26681,own,1
38,single,3,high school,58550,27032,722,3670,own,0
52,married,1,graduate,35030,2070,385,2835,other,0
47,single,2,graduate,89120,42120,716,516,own,0
30,single,0,graduate,131050,38381,712,23144,own,1
25,single,3,graduate,71106,38947,789,21476,rent,1
57,married,2,high school,45051,47411,514,26514,other,0
18,single,0,graduate,49001,29738,352,14162,rent,0
34,single,2,graduate,123927,41427,748,6360,own,1
27,married,0,graduate,66505,7178,811,27613,own,1
46,single,1,postgraduate,124628,48146,761,24557,other,1
62,married,1,postgraduate,30159,16465,592,21328,own,0
43,single,2,high school,132424,28271,832,6021,rent,1
39,single,0,graduate,52357,30281,760,28259,own,1
33,single,2,postgraduate,119955,10056,762,28039,rent,1
51,single,3,postgraduate,62227,38732,526,28602,own,0
42,divorced,1,postgraduate,54866,2726,572,26609,own,1
41,married,1,high school,125923,21658,819,29726,rent,0
47,married,0,high school,120865,369,794,28682,own,1
32,married,1,postgraduate,61191,4204,741,27822,rent,1
26,married,0,graduate,52428,48644,725,20264,own,0
30,single,3,graduate,112009,22317,753,12992,own,1
40,married,3,postgraduate,63536,9825,489,29236,own,0
67,divorced,0,high school,28912,27770,427,5440,other,0
30,married,2,graduate,46437,34590,524,24985,own,0
25,married,3,graduate,129684,28639,748,29357,own,1
34,divorced,3,postgraduate,135855,4385,767,22758,rent,1
52,married,0,postgraduate,46569,30514,310,7237,rent,0
33,single,1,graduate,89485,24647,849,9266,rent,1
46,married,3,graduate,134760,37646,727,18382,rent,1
37,single,0,postgraduate,106000,35470,700,25948,rent,1
22,married,0,high school,23425,26413,506,28810,own,1
23,married,2,graduate,48263,42307,591,12359,own,0
33,married,0,graduate,107647,16615,734,17109,rent,1
36,single,0,high school,100675,25803,744,18983,own,1
40,divorced,2,high school,67235,39979,464,24282,own,0
66,single,1,high school,56506,23158,304,8676,own,0
35,married,3,postgraduate,65176,5324,784,27058,rent,1
39,married,0,high school,102735,40154,798,4286,own,1
26,married,0,postgraduate,92411,36632,830,7841,own,1
46,single,2,high school,76780,5819,800,27480,rent,0
35,married,2,high school,23553,48135,403,22749,own,0
48,married,2,graduate,57572,9937,782,137,other,1
38,married,1,graduate,55160,13439,769,20571,own,1
30,single,0,graduate,53316,18716,771,3187,own,1
33,married,2,graduate,75888,44698,840,5893,rent,0
26,married,0,high school,67442,34544,779,7443,rent,1
66,single,3,postgraduate,24222,831,457,20362,own,1
28,single,0,graduate,121128,46531,711,1298,other,1
34,married,2,graduate,78813,29258,818,6887,own,1
32,single,2,high school,83434,4486,744,11805,rent,1
55,married,2,postgraduate,24644,27357,518,4839,own,0
44,single,2,high school,54118,44335,592,751,own,0
27,married,0,high school,54850,44209,802,3759,own,0
31,single,0,graduate,73617,5143,718,2492,own,1
34,married,1,postgraduate,121660,43545,762,12923,own,1
41,married,3,postgraduate,85651,15388,792,27829,own,1
48,married,0,postgraduate,109054,4833,724,12199,rent,1
45,single,2,graduate,52599,4733,543,2374,own,0
43,married,0,high school,137399,39639,807,14559,other,0
46,single,1,high school,56992,31448,563,847,own,0
40,single,0,high school,122392,15053,794,14917,other,0
25,married,1,high school,51383,2285,789,21243,rent,1
27,married,2,graduate,66832,37660,812,23236,rent,1
47,married,3,postgraduate,55983,31320,798,25779,rent,1
42,single,1,high school,94373,11705,789,134,own,1
56,divorced,2,high school,59788,39215,375,13144,rent,0
29,married,1,high school,82811,28340,724,5051,own,1
37,married,1,high school,78828,13189,730,28296,rent,1
34,single,0,high school,53061,5963,409,13668,own,0
25,married,2,postgraduate,51209,40749,503,8900,own,0
37,single,1,postgraduate,118024,15879,728,11318,own,0
52,single,1,graduate,52532,34837,442,40,rent,0
41,divorced,3,high school,61088,17934,718,24926,own,1
35,married,2,graduate,84077,36097,727,20738,own,1
43,married,3,graduate,140836,19173,732,28727,own,1
55,single,0,high school,63570,26548,301,40,own,1
42,married,3,high school,121972,48791,778,18884,own,1
37,married,0,high school,63337,8448,823,3664,other,0
26,single,0,postgraduate,77605,43818,802,20156,own,1
46,single,0,graduate,111955,4590,762,25755,rent,1
44,married,0,high school,84390,40084,828,20716,own,1
28,married,2,postgraduate,147468,11992,788,18914,rent,1
42,married,0,high school,77283,48302,780,10826,own,0
44,married,1,high school,51893,31284,753,3975,own,1
26,married,2,high school,94297,25850,718,8798,own,1
46,single,0,postgraduate,67420,29753,748,12626,rent,1
42,single,0,graduate,127587,37524,837,5287,own,0
28,single,2,graduate,113085,30330,774,24074,own,1
25,married,0,postgraduate,37799,18947,440,28407,own,0
48,single,1,graduate,144585,104,779,28430,rent,1
46,married,3,postgraduate,123435,27168,843,4204,own,1
20,single,1,graduate,22017,35395,540,19527,rent,0
37,married,2,high school,97271,14500,797,11632,rent,1
26,single,3,postgraduate,142338,6000,711,8837,own,0
26,divorced,2,high school,64824,32992,471,3890,own,1
33,single,2,postgraduate,121216,45433,786,27467,rent,1
25,married,1,postgraduate,123722,19136,810,29744,own,1
58,single,0,graduate,51589,44741,484,4375,rent,0
45,married,1,high school,71903,15564,754,9065,own,1
49,single,2,high school,144080,45789,719,383,rent,1
40,married,2,high school,131624,70,829,6540,own,1
35,married,2,high school,115197,31551,763,25714,own,1
42,divorced,1,graduate,112570,49341,715,28661,rent,1
31,divorced,1,graduate,56995,32751,832,27425,own,1
48,married,2,graduate,59176,13262,465,26589,other,1
63,divorced,0,high school,58472,11585,494,4921,rent,0
25,single,0,graduate,58281,13373,719,29299,rent,0
63,single,2,postgraduate,40749,24774,460,26439,own,0
25,single,1,graduate,142467,42400,728,27678,other,1
48,single,0,graduate,124869,2905,732,12741,own,1
63,married,0,graduate,63182,17149,392,21110,own,1
48,single,1,postgraduate,62669,24446,718,17898,rent,1
47,single,3,graduate,126039,40150,835,9967,rent,1
48,married,0,high school,100363,37274,835,4322,own,1
38,single,1,graduate,122747,8993,777,1423,rent,1
47,single,1,graduate,57345,26381,781,18914,own,0
40,single,1,graduate,59152,47955,740,13526,own,0
25,married,0,high school,21810,39953,468,6130,rent,1
26,married,3,high school,99913,28588,712,29032,own,1
29,divorced,1,graduate,99321,34223,787,29666,own,1
30,single,1,graduate,51700,45299,832,25583,own,0
48,married,3,graduate,83876,37183,827,23197,own,1
50,single,2,postgraduate,29356,34388,532,24403,own,0
21,married,1,graduate,55840,28745,392,25132,own,0
56,divorced,3,high school,61614,40870,405,13990,own,0
32,single,2,high school,89361,18662,725,25828,own,1
46,single,3,postgraduate,43462,35461,562,11641,own,0
29,married,1,high school,114802,31718,775,14955,own,1
30,married,1,graduate,119536,10717,706,29545,own,0
48,single,0,postgraduate,82692,17263,702,21206,rent,1
64,married,2,high school,52157,45680,581,14132,own,0
36,divorced,1,graduate,96035,1585,782,9141,own,1
32,single,2,graduate,103146,31659,761,28663,own,1
32,married,2,high school,131026,1249,837,22880,own,1
40,married,2,graduate,96775,29687,722,16504,rent,1
64,divorced,0,high school,62813,44517,434,19917,own,0
43,married,2,high school,145024,21615,731,19082,own,1
27,single,3,graduate,99750,37034,835,8906,rent,1
32,married,0,graduate,118012,618,752,6366,own,1
40,divorced,3,postgraduate,55291,27035,481,16728,own,0
40,divorced,3,graduate,76846,35559,817,2393,own,1
42,single,3,graduate,138339,47135,811,14270,rent,1
38,married,2,graduate,111859,45943,763,28290,own,1
42,divorced,2,graduate,83846,46624,713,10036,own,1
29,married,1,graduate,46859,34932,487,28882,own,0
61,married,1,graduate,20268,21871,394,5539,own,0
48,married,0,high school,145165,15785,725,8024,own,1
43,married,3,postgraduate,143753,35765,834,24027,rent,1
41,married,0,graduate,106893,7608,761,6107,own,1
38,single,0,graduate,128024,25449,767,16929,own,1
42,married,3,high school,118925,25050,726,21839,own,1
36,married,1,high school,136240,37009,736,28961,own,1
57,married,1,postgraduate,38061,46858,499,26443,rent,0
40,married,0,high school,67136,49475,575,7133,own,0
32,single,1,postgraduate,40278,47672,531,29347,other,0
46,married,1,high school,131915,26323,833,8431,rent,1
20,married,3,graduate,37841,14864,514,10620,own,0
47,married,0,postgraduate,81802,27421,707,24005,other,1
32,single,3,graduate,88975,16649,768,803,own,1
27,single,3,graduate,66080,42877,478,9414,own,1
49,married,1,postgraduate,47448,18924,410,25178,own,0
26,married,3,postgraduate,40532,12568,572,3814,own,0
26,single,3,postgraduate,27811,21033,568,20383,own,0
62,married,3,postgraduate,64589,38183,440,14954,rent,0
38,single,3,postgraduate,106358,35538,725,29493,rent,1
39,single,1,graduate,30987,18138,394,20287,own,0
26,single,3,high school,114746,27291,716,17790,other,0
37,single,3,graduate,132175,31501,732,22140,own,1
50,married,2,graduate,31423,36634,360,10012,own,0
49,divorced,2,graduate,33789,20480,362,25087,own,0
35,divorced,1,high school,133270,28693,721,15744,own,1
43,married,3,high school,68308,39496,578,11289,own,0
40,married,2,high school,89072,18629,838,18966,own,1
34,married,2,graduate,51061,11565,399,11760,own,1
49,divorced,3,high school,71499,40611,747,23172,own,1
48,single,2,postgraduate,59002,4108,818,12055,own,1
27,married,2,high school,52212,46437,328,22752,own,0
22,single,0,graduate,51919,17167,310,22469,other,0
46,single,3,high school,28669,48686,497,22520,rent,0
56,married,0,graduate,41404,41055,580,23405,own,1
36,divorced,2,graduate,126169,41279,706,2259,own,1
40,single,0,high school,133204,11466,831,18280,own,1
33,married,1,graduate,36580,25090,503,22887,own,0
39,married,1,high school,51361,13782,533,18745,other,0
33,single,3,graduate,127200,12114,708,16246,own,1
40,married,1,graduate,59062,21436,833,12086,own,1
36,married,0,high school,61569,9054,795,20347,own,0
29,married,3,high school,110357,30478,758,27488,own,1
26,single,1,postgraduate,35299,32896,424,2576,own,1
26,married,3,postgraduate,112010,17223,775,17375,own,1
25,single,0,graduate,89973,43094,802,24724,own,1
35,single,2,graduate,29621,18559,533,17186,own,0
43,single,1,postgraduate,138239,20301,749,13364,own,0
67,married,0,graduate,50810,18365,598,23548,own,0
41,single,0,high school,85991,30558,811,19599,own,0
31,divorced,3,postgraduate,105560,25099,774,28168,own,1
45,single,1,graduate,83630,28409,787,29086,own,1
40,married,2,graduate,127841,13924,823,8023,rent,1
26,single,1,high school,87566,21992,716,7921,own,1
64,single,2,postgraduate,34912,42420,523,5528,own,0
44,married,1,graduate,133605,30431,840,8715,own,1
43,married,2,high school,148981,27150,773,8046,rent,1
55,single,3,postgraduate,31472,19492,352,14418,rent,0
27,married,0,graduate,115578,26102,796,16358,other,1
27,married,3,high school,54415,12574,500,15335,own,0
36,married,0,graduate,146494,2124,821,9200,rent,1
33,married,0,postgraduate,54663,34247,753,10119,own,1
47,single,1,graduate,125760,5804,757,2235,rent,1
38,single,2,graduate,126151,10648,744,14823,rent,0
27,single,3,postgraduate,82560,19195,770,16108,other,1
28,single,1,high school,140209,28005,769,29561,rent,1
26,single,2,postgraduate,139717,391,803,10079,rent,1
18,married,1,postgraduate,33124,23252,595,26962,own,0
67,married,3,high school,43119,24066,488,18141,own,0
26,married,0,postgraduate,108361,37389,768,20361,own,1
46,married,2,high school,71772,37062,805,21440,rent,1
28,single,1,graduate,62280,16496,720,1724,rent,1
28,single,3,high school,66359,29621,782,24200,own,1
37,married,0,graduate,67701,28583,353,12123,own,0
29,single,2,high school,102796,16952,810,13973,own,1
33,married,3,high school,121862,133,831,6202,own,1
47,single,3,postgraduate,124154,46213,818,29130,rent,0
45,single,0,postgraduate,70609,43259,752,21049,rent,1
50,married,3,graduate,47167,5713,530,12802,own,0
31,single,1,high school,112456,46663,737,16859,rent,0
63,married,2,graduate,37420,22482,449,21192,own,0
49,single,2,postgraduate,65837,43785,735,10428,rent,0
31,single,2,graduate,85652,43826,814,24109,rent,1
36,married,1,graduate,94236,31206,774,27224,own,1
36,married,2,high school,23066,43528,532,1133,other,0
29,single,0,high school,63339,2159,733,6659,own,0
32,married,3,graduate,94880,47530,784,20202,rent,1
47,divorced,2,postgraduate,70946,29432,828,19303,own,1
37,single,0,graduate,112937,48088,739,29572,other,1
54,married,3,postgraduate,21533,33980,375,7422,own,0
39,single,1,high school,90836,42590,724,22264,rent,1
33,single,1,high school,55042,29082,703,16403,rent,1
34,married,2,graduate,124887,31514,741,11066,rent,0
38,single,0,high school,118545,32573,770,8391,other,1
21,married,1,high school,29124,4127,521,23263,rent,1
31,single,3,graduate,105955,46397,818,13270,own,1
30,single,0,high school,94781,46161,717,1753,own,1
20,divorced,1,high school,39903,38649,387,14667,other,0
26,single,1,high school,122598,43199,833,29539,own,0
38,married,3,high school,25501,4085,473,3777,rent,0
47,single,0,graduate,68088,32188,591,21222,own,0
47,divorced,2,graduate,130215,11418,838,16799,own,1
